Sentence,Joy,Sadness,Anticipation,Surprise,Anger,Fear,Disgust,Trust,clusters
大好きだったラーメン屋さん。いっぽ亭。懐かしの『あごだしらーめん』を食事中。 宮城県仙台市青葉区柏木２丁目,0.2866729382215737,0.12096727699101657,0.10679923762077845,0.0,0.0,0.0,0.0,0.23879496734458083,-1
神様からdadagouに突然メールが来た。　本文：「今からちょっと天界デートしない？」 [URL]   聖おにいさんですか(￣∇￣*)ゞ,0.4097702935651688,0.0,0.33588420064161806,0.30728152533802017,0.0,0.0,0.0,0.11408097307933268,0
ランチ復活します！．．． 月、火、水、だけですが．．(￣Д￣； [Lunch Time] 11:30~14:00  ☆やみつきインドカレーランチ☆  (インドカレー＋サラダ) ¥650  ★[ ￥200]でコーヒーをセットにできます！ その他オプションもあります！,0.5619850964870096,0.12547823908237996,0.5738769471729412,0.0,0.0,0.0,0.0,0.16208693981879413,-1
無印良品でＫ部長と遭遇！焦った(ﾟДﾟ;)孫をベビーカーに乗せてニコニコでした(´ｰ｀),0.2467847924788771,0.0,0.0,0.5237161621106184,0.0,0.2026834286201999,0.009741240645658032,0.0,6
[USER] お疲れぽよ～ねえねえもしビニールに入って濡れてるラビT とパンツがあったらそれ俺のだから取っておいて♪,0.3316067364906367,0.10961204695509197,0.24757208660340796,0.014598305109238836,0.0,0.009536734402479582,0.01765359669888137,0.21100472408984952,-1
仕事終了。列車待ち二時間。 観光するには時間が足りないし、 さて、何しようかと長崎駅でボーッと佇む。,0.12966299152484978,0.1976431501598406,0.0953295826705476,0.10230733690368736,0.0,0.11968126864349823,0.0,0.08811795157627843,-1
[USER] メッシュ＼(^o^)／私もそろそろ根元から明るくしたい！でも金がない！（笑）,0.13543130564712816,0.3143321858143705,0.4161505485376809,0.0,0.01720555477450611,0.10207538022717726,0.05665444826319312,0.0,6
帰宅なう。会社出るときフル充電だったのに飲み会終わる頃に電池切れなんてヒドすぎる…,0.0,0.29194924114236553,0.0,0.287437098077482,0.02276476776609997,0.4568943048443498,0.21980289003132877,0.0,-1
ALINCO フット・バブ ライト MCR4000... [URL],0.04091001926312155,0.0,0.3204568143875893,0.018331014280742356,0.0,0.0,0.0,0.0,4
[USER] 寝る前にもっかい。現在参加してくださるゲストを募集中です。ふるって(主にペンタブや鉛筆を)ご参加頂ければ!!｜【参加者様・参加希望の方向け】かぶりものっ娘本まとめページ [URL],0.32247877754009574,0.0,0.8825283384809118,0.0,0.0,0.0,0.0,0.22006265175177353,2
ぬるぃ。(´Д` ) (@ JR 横須賀線 武蔵小杉駅 w/ 4 others) [URL],0.1544265027503706,0.19239153471013015,0.0,0.050413594414628615,0.0,0.014578798329316153,0.10928626892039428,0.0,6
サイエンスカフェ「音を創る」はじまりました！ #ypcafe  [URL] [URL],0.5245587127677259,0.0,0.6233513192004553,0.021381590781485493,0.0,0.0,0.0,0.11198472790945492,2
唇カッサカサ！切れまくりの皮むけまくり！痛いけど、ついいじって悪化し続けてる！,0.09129212159382775,0.5166485484301526,0.0,0.37119820557979316,0.019805980172746047,0.18950193428923057,0.46424265875238957,0.004049520598424587,5
娘がいないことを良いことに、夫婦でドライブ。山梨まで来てしまった。 【山梨県北杜市】 [URL],0.27338673922242296,0.06990360265363527,0.15983944566139582,0.13474575072224282,0.0,0.0,0.0,0.03499297807711443,6
なう  @ 国立新美術館 (THE NATIONAL ART CENTER,0.24477239941208068,0.0,0.24284327428703179,0.02398895606152413,0.0,0.0,0.0,0.0,6
もし本当にその犯罪自慢を裁きたいなら、明確な証拠を突き止めて公表しないと、その人物のたかが知れるぜ。 ちなみに俺は今家のPCでツイートしている。IPアドレスとかGPSで探索できるのかは知らないが、そこまでしてこそ犯罪者ってものは取り締まるべきじゃないか？,0.0,0.0,0.3130868074919375,0.0,0.07119332416397918,0.28743052710987577,0.19959438461545143,0.018958959454911637,6
[USER] 間違えたぁ(−_−＃)  ゴメン ゴメン(｡-_-｡),0.0,0.45611892635478707,0.0,0.11114020383274767,0.0,0.06560172096065311,0.11715253657269764,0.0,5
マジないわ〜チャリでこけてしもうたわ、シラフで。ありえんけーこの始末。右乳首の下をウリィ～って感じですりむいたけ。,0.11834640166971883,0.3947850374288114,0.0,0.3521770360941529,0.15602239931856798,0.27336209478353735,0.43445598465088847,0.05685477376330688,5
違うで笑Twitter最近始めたから友達なって(⌒▽⌒)ちゅうけんのとも,0.42296355178426154,0.0,0.3755527342749134,0.0814473636874058,0.0,0.0,0.0,0.049476937389720206,-1
水族館にマンボウいるのに違和感。佐伯市民はマンボウ＝プールだもんな！,0.043047424424951006,0.10016607879931458,0.02629432391062955,0.4496056212662563,0.012462562080955248,0.0,0.14695283613746452,0.0,-1
明日は午前午後とフットサル(o^^o) 足の爪ヤバイー＼(^o^)／,0.5527199021421567,0.0,0.343368207902883,0.008893889221473366,0.0,0.14164359061348142,0.0,0.0,3
Recentry I'm many many many eating. (−_−)やバス…,0.029702351213611592,0.1862162083986282,0.0743100927295013,0.0,0.01251835220463716,0.0,0.08828947345564328,0.0,-1
[USER] COSMOのお兄さんみたいやった俺？？漬け物頑張ります！ちなみに今日お渡ししたのは48時間漬け込みしてあります！,0.3530159900707095,0.0,0.5037872890830815,0.17363784418957828,0.0,0.0,0.0,0.03382408791528189,3
旭川マルカツのタリーズなう。アイスアメリカーノを注文。ほのかに感じる甘みと苦味。みずみずしくて美味しい。 [URL],0.6339177638087271,0.0004897020351706681,0.20890415742583562,0.1046081860518511,0.0,0.0,0.0,0.355847620744779,1
経産相辞任。仕方ないけど、置かれた立場を勘違いするような人材を選ぶな。政治家は政治家なりのコンプライアンスを認識してほしい。,0.0,0.27156819543704175,0.15808034794495207,0.20368641949059196,0.282451016631499,0.14872258482285025,0.4352329074806073,0.00689787401508372,5
そろそろ寝ぐらを見つけたい…正直箱根のダメージが深刻なんでホテルでもあればいいんだが…,0.0,0.14187461917615868,0.35201229831477615,0.0,0.0,0.2946771521988583,0.0,0.0,4
太陽が顔を出していても、空気が冷たく感じられるようになってきました。今日、12/7のBeauraの夜のペルヴィストレッチ(骨盤調整)、クリパルヨガのクラスはまだ若干の余裕がございます。ご予約お待ちしてます！,0.38159739870709125,0.029189243528881293,0.6711831926388128,0.0,0.0,0.1392628306118784,0.0,0.3277742178724775,-1
[USER] 四年前は、登りはすべてあるいていたそうです…それに比べましたら、成長したそうです。,0.21851141288456027,0.008040396419737656,0.13539880271801236,0.2605997192277267,0.0,0.0,0.0,0.10739522600435701,6
生きてます。まる二本買ったんですけど、優香さんの家にたどり着きませんでした。昨日はご迷惑をおかけしました。“[USER] 【急募】古庄の安否【納会お疲れ様でした】”,0.11032561805143676,0.34573212873660547,0.05750369795665053,0.0,0.0,0.017814868963223405,0.002244814581601648,0.0992201029039805,-1
メールウザ(ｰｰ;)     さっきドラクエ買ってきたら子供に取られた(T . T)私用に買ったのに(ｰｰ;),0.0,0.6885972859451797,0.0,0.10635052231484733,0.0,0.04703780796665301,0.10024138241018919,0.0,5
七尾市は寒いな～(;´д｀)取り敢えず今日は仕事がおわったら金沢市まで移動。,0.005388025452700079,0.27946710552915827,0.1283947847076194,0.06322251566459476,0.0,0.013311213481992866,0.08949577751779018,0.01209174609027719,6
白子海岸に出たら、向かい風だった-_-b銚子まで50キロ向かい風か〜 セブンでつぶあんパンなう,0.0,0.40339111439016206,0.0,0.2623977572172743,0.0,0.15663577567812545,0.14652852509734335,0.0,5
誰かの相談にのる=自分自身にエールを送ってるってことがよくあるよね。ありがとう！#fb,0.46286503721773725,0.0,0.0,0.21105281113840504,0.0,0.050769170013102265,0.025240785278332917,0.34659349977039394,1
docomoのSIM使えて、UQの(MVNOの)WiMAX契約できるスマホがあれば売れるよねえ。少なくとも俺は買うなあ。,0.036202528848126435,0.05253218840738137,0.41446626673348735,0.0,0.005089208525435186,0.0009825058499687664,0.052065739657459094,0.08764764523300346,-1
インコ聖人ヘッド飾りました！！ #魅惑のコトリ展  [URL],0.6999259742173801,0.0,0.32875104650914433,0.07804582942417428,0.0,0.0,0.0,0.14411853079016695,-1
当店では、毎月29日にお肉の日と称してイベントを開催致しております。詳しい内容などは店舗にて、説明させていただております。是非ともこの機会に樹一ゆめシティ店までお越しくださいませ。,0.44304157263324817,0.0,0.6701808015344389,0.04669585786115877,0.0,0.0,0.0,0.1815733167336937,2
この時間でも開いてた(*^_^*)明日のパンゲット♡  @ PANE PORCINI [URL],0.6387866369286574,0.0,0.3555683788201898,0.07238412585679804,0.0,0.0,0.0,0.0,1
[USER] 逆チョコじゃない＼(^o^)／もらえんかったら寂しいから＼(^o^)／笑,0.12223035145258591,0.3822428645503337,0.11242868327973794,0.045365458704526594,0.0,0.06534898406987545,0.0,0.03734126434864166,5
[USER] それはそうとうだぞ笑 かなり豪華やな～ あたしも三月一人旅いかねば！ かえってきたらご飯しよ,0.4087410091054221,0.0,0.5613440941557343,0.2771078232630298,0.0,0.0,0.0,0.03982019974166551,3
テント張り終わったなう！今朝５時から起きてるから                       眠い(-.-)Zzz・・・・,0.34045053342421044,0.3147816870065644,0.028915994785259833,0.09232700632323734,0.0,0.005162040459086988,0.1447450985245849,0.0,6
本ツアー一番の綱渡り……改めて被災地を実感……というか…単にJRの運行が少ないだけという話も(-_-;) [URL],0.006750503487816057,0.37356557830880993,0.0,0.24275693634036424,0.0,0.1443160006222275,0.04594465499675592,0.0,5
デザートのレアクリームケーキも頂いちゃいますよ(*´∀｀) [URL],0.6676296327206881,0.0,0.5661539147461615,0.0,0.0,0.0,0.0,0.000282664428575465,2
[USER] げろかわなんだよなちゃん\(//∇//)\にやにや,0.5125979127602466,0.0,0.12802515146516966,0.17293605498382913,0.0,0.0,0.0,0.2283582701601807,0
mimikarinnの値段は、『10000000000000000000000000000円』です。 [URL]  やった、勝った！w,0.6687529030929612,0.0,0.0,0.2728959562082566,0.0,0.0,0.0,0.0,1
パラボラアンテナ！ | [ジオラマ] [URL] #penpic,0.3058845252518066,0.0,0.20983197625186614,0.14040202256283724,0.0,0.0,0.0,0.0,6
アイエムハウス ,0.2124955923913444,0.0,0.08603949695445433,0.0,0.0,0.0,0.0,0.0,6
中野駅についったー！バスで渋谷からきたの初めてかもだ。バス楽しい。 (@ 中野駅 (Nakano Sta.) w/ 9 others) [URL],0.6487221602363656,0.0,0.36230416605047594,0.1959864440268387,0.0,0.0,0.0,0.057304137185636206,1
台風による強風の為停止中（;￣O￣） (@ 茨木駅) [URL],0.006415454208489998,0.13451966995779382,0.0,0.018599649802679252,0.0,0.34243852138685144,0.19214048536614386,0.0,5
[USER] 富山県の二上山キャンプ場が結構良いところ♪ゴミは持ち帰りだけど、トイレとかすごく綺麗なのに無料!!,0.8032049006147433,0.0,0.16401039723940045,0.3072934094509419,0.0,0.0,0.0,0.32576050284036695,1
[USER] ありがとうございます(●´ω｀●)届きましたよ♪,0.7216524160004232,0.0,0.10837289947981725,0.03729325079399212,0.0,0.0,0.0,0.4256394383089,1
今日は朝から戸田市民体育祭、つまり町内対抗運動会。親子競争で末っ子おんぶして走って、集団縄跳びでは24回飛んで、風船リレーでは2位に入ったのが午前。昼はカレーを食った。午後の部は戸田音頭が今始まったところだ。 [URL],0.391771060198338,0.027370702547526774,0.3518842686966894,0.1547741998333799,0.001692539061847859,0.0,0.019111347557231286,0.18165836626600695,-1
出発  @ 羽田空港 第1ターミナル (HND/RJTT) [URL],0.1688563712073378,0.0,0.25183220819134555,0.0,0.0,0.0014420851813518243,0.0,0.0,4
心地好い忙しさが舞い込んできてる♪ やっぱ暇よりは忙しいのが好きな貧乏性な私┐(´∀｀)┌ﾔﾚﾔﾚ,0.40318721317289524,0.17960036579580646,0.07845578251678212,0.0,0.0,0.04718667298275475,0.13694601363458309,0.05214189776073308,0
来週の竹村プロとのラウンドに備え、 練習中σ(^_^;) しかし、朝から暑いなぁ（;￣O￣）,0.11123281203645997,0.1682272743286486,0.2832784426141041,0.009532684291668458,0.0,0.07496970120844894,0.17531756557810613,0.008450801677152927,6
やっぱり関西はいいなあ。寿司は安くてうまいし、どこでも金券屋あるし、新快速は速いし。,0.47946060067221397,0.0,0.24312619416144338,0.0,0.0,0.0,0.0,0.41404897459044676,3
[USER] 横浜負けちゃいましたねぇ（泣）まさか逆転されるとわ…残念。でもお疲れ様でした(^-^)/,0.07509075835343978,0.6840023761122066,0.001750068669231785,0.24716034376615623,0.0,0.0,0.0,0.061910577844267206,5
螺旋階段読む。だんなさんはクルージーの生まれかわりかも。と、展示をみたときもおもった。すごくよかった。,0.5751861076887773,0.0,0.17082397474588376,0.11286125783229739,0.0,0.0,0.0,0.4296633833316742,1
"ありがとうです。街に似合うカスタムは若い人にお任せして…(^◇^;)""[USER] [USER] 街の四駆感がなくなって好きだなぁo(^▽^)o""",0.5879463390225783,0.009197203638758727,0.1135149250537436,0.019563205290774707,0.0,0.0,0.0,0.21516612495569643,1
[USER] 鎌倉最近妹も行き義父母も行き、鎌倉土産いっぱいだったよ(⌒▽⌒)鎌倉よかったー？？  私も行きたいーー！！  けどあまりいく機会がない^_^,0.5132096382952346,0.18754481120792296,0.474505823134615,0.08094483043109013,0.0,0.0,0.0,0.0,3
釣り場に到着した＼(^o^)／   サア  始めるかナ～ [URL],0.4024769411473365,0.0,0.5269239424481489,0.014562072965219549,0.0,0.0,0.0,0.0,3
お店はご存知ですかぁ！？[USER] 地元でっす！(∀`●)RT [USER] かるたなう。,0.38660821981864557,0.015291169554694886,0.2288922079948142,0.09897618771401004,0.0,0.0,0.0,0.01109787307630065,6
ランジェリーフットボールってゆう、下着でやるアメフトがテレビで放送されてる。メットだから、かわいいかすらわからない,0.10547596586772179,0.08966590197804167,0.012375097524622642,0.3771555011922514,0.0,0.056436723687869415,0.05893063347221533,0.0,6
おはようー！ 昨日湯沢からもどり久しぶり奥戸に戻ったー！ ところで情熱大陸フェス札幌公演行きたいんですが 東京から行く人います？ 交通費等抑えたいですが、東京発の情熱大陸ツアーなど募集してないでしょうか？,0.31611390180482596,0.0,0.539625430734596,0.0,0.0,0.04947386656096346,0.0,0.0,-1
こんな天気でも、富士山ばっちり（^人^） 北鎌倉駅近くの絶景ポイントです。 [URL],0.4232354382453267,0.0,0.22635502479096822,0.13621915840269436,0.0,0.03461174479970483,0.0,0.07399291886045187,0
ログハウスの窓にさんがついたのである。ぐっと家らしくなったかな [URL],0.21562570712712695,0.0,0.28533481430264224,0.15752417952124811,0.0,0.0,0.026481744702029,0.0,-1
今、横浜ベイブリッジ渡ってたんだけど、嵐みたいだこれ。 (@ 横浜ベイブリッジ (Yokohama Bay Bridge)) [URL],0.3804380617634524,0.1343552521829171,0.09487296197191437,0.4246383935266348,0.0,0.03765693156507339,0.04334500074695764,0.08117869677804432,6
せっかくなのでビックカメラなう。1DⅢを使い続けるためにはやはりレンズです。,0.12377275794952458,0.043771412535970146,0.49614027043526093,0.0,0.0,0.0,0.0,0.030088513736116596,-1
[USER] やばいよ。今日は頭が疲れた。ていうか、おかえり！！,0.29267730026245364,0.19844714115823095,0.0043109947586631465,0.16090450225980044,0.0004603650115022739,0.23058137505540854,0.20529640756789713,0.061995133662375475,6
運転免許センターに来ました。日曜だから、めちゃくちゃ混んでいる!!!!!!ディズニーランド並の行列…( ノД`)…がんばる,0.11065237396709555,0.2059997384920956,0.4758631076300699,0.2700776024489357,0.0,0.1304922988643584,0.05378232003314405,0.0,4
厚木からJR相模線で橋本に向かい、京王線で新宿に戻ることにした。ロマンスカーを下ろされた人達が沢山路頭に迷っている。,0.054561454055178586,0.17702169924494518,0.09297242462109039,0.13812756908044857,0.010444017337800588,0.14585222984727894,0.0,0.016906903521506568,-1
[USER] いいコピーだ。「[USER] 今日も同じ空の下にいますよ。」,0.4185128836709795,0.0,0.14789033948517072,0.13059882185593463,0.0,0.0,0.0,0.2679939079152146,0
天候も回復し、絶好のビーチバレー日和となりました。選手の皆さんも頑張ってプレーしています。 [URL],0.5406930117578542,0.0,0.574823221267421,0.0,0.0,0.0,0.0,0.2397815390152133,2
[USER] 懐かしいー♪ 盛るねー♡また海いきたいねー(p*･ω･)p,0.5214646646033091,0.0,0.6030683903928005,0.0,0.0,0.0,0.0,0.07505597266984032,2
[USER] まずポケモンつかまえねば、、。てか、末永も参加させよう。奴も一端の虫取り少年だ,0.05212600086635778,0.050197936775144086,0.3937841031636919,0.04863190718588652,0.04105797831347032,0.023079770349423236,0.21317025336630369,0.0,-1
お揃い！（笑）大丈夫ですかぁ？ “[USER] 額が切れた！血が出てる！痛い！”,0.34066811100173333,0.09356342784371914,0.12580467203749493,0.25513409847078955,0.0,0.2574171143451576,0.05461211617449973,0.2218543406016971,6
美容院終了～！今回は『「榮倉奈々」と「韓流スター」の中間な感ぢで』とお願いしたんだZE(●´ω｀●),0.5497130370280172,0.0,0.3127580641401993,0.0,0.0,0.0,0.0,0.002166371192025874,-1
今日はすいとん♪ (@ 甲州ほうとう 小作 石和駅前通り店) [pic]: [URL],0.385124777795336,0.0,0.1746183495150914,0.0,0.0,0.0,0.0,0.006611047389709724,6
出費が加速するかも…。(((；ﾟДﾟ))RT [USER] 銀行通帳にSEV貼ったら残高増えるかな？,0.0,0.06515603817258779,0.16280101882827197,0.0961497293130538,0.0,0.42359312808800276,0.0,0.0,5
今日は、いとこの結婚式です(^-^)イイな～イイな～♪ [URL],0.777530518438151,0.0,0.16697530006967118,0.0,0.0,0.0,0.0,0.1390043341137116,1
[USER] え、それそうとうキツイm(_ _)m落とすと割れるもん？,0.0,0.15701365500014067,0.0,0.3446807074361805,0.0,0.3479491272449059,0.13923464632857277,0.004198010590953832,5
とりあえずランチ、 と思ったけど遅刻メンツ待ち⊂((・x・))⊃ [URL],0.03816327811917504,0.07399113651351008,0.1688598489453535,0.0,0.0,0.04704256396109885,0.12300842411908937,0.0,6
